ADVID,DATE,HOUR,PRODID,IMPRESSIONS,POSITION,BID,CLICKS,COST,BOOKINGS,REVENUE,BUDGET,PRICE,DAY,WEEK,CR,CTR,WEEKDAY
3,2023-12-20,3,2,102,2.0,4.39,19,83.06,0,0,6964643.13,80,8,1,0.0,0.18627450980392157,Wednesday
3,2023-12-20,3,3,216,2.0,2.98,16,47.59,0,0,6964643.13,70,8,1,0.0,0.07407407407407407,Wednesday
3,2023-12-20,4,1,67,4.0,8.65,7,60.26,0,0,6964458.4,100,8,1,0.0,0.1044776119402985,Wednesday
3,2023-12-20,4,2,140,5.0,4.39,2,2.02,0,0,6964458.4,80,8,1,0.0,0.014285714285714285,Wednesday
3,2023-12-20,4,3,252,1.0,2.99,41,122.45,1,70,6964458.4,70,8,1,0.024390243902439025,0.1626984126984127,Wednesday
3,2023-12-20,5,1,162,5.0,8.62,5,28.55,0,0,6964085.68,100,8,1,0.0,0.030864197530864196,Wednesday
3,2023-12-20,5,2,403,1.0,4.43,73,323.35,4,320,6964085.68,80,8,1,0.0547945205479452,0.18114143920595532,Wednesday
3,2023-12-20,5,3,812,5.0,2.95,11,20.81,0,0,6964085.68,70,8,1,0.0,0.013546798029556651,Wednesday
3,2023-12-20,6,1,285,11.0,8.64,7,53.15,1,100,6963995.94,100,8,1,0.14285714285714285,0.02456140350877193,Wednesday
3,2023-12-20,6,2,708,8.0,4.39,7,30.61,0,0,6963995.94,80,8,1,0.0,0.009887005649717515,Wednesday
3,2023-12-20,6,3,1184,7.0,3.0,2,5.98,0,0,6963995.94,70,8,1,0.0,0.0016891891891891893,Wednesday
3,2023-12-20,7,1,346,11.0,8.61,7,60.14,0,0,6963935.75,100,8,1,0.0,0.02023121387283237,Wednesday
3,2023-12-20,7,2,798,12.0,4.37,1,0.05,0,0,6963935.75,80,8,1,0.0,0.0012531328320802004,Wednesday
3,2023-12-20,7,3,1593,12.0,2.96,0,0.0,0,0,6963935.75,70,8,1,0.0,0.0,Wednesday
3,2023-12-20,8,1,375,12.0,8.58,4,0.2,0,0,6963887.23,100,8,1,0.0,0.010666666666666666,Wednesday
3,2023-12-20,8,2,866,9.0,4.41,11,48.33,0,0,6963887.23,80,8,1,0.0,0.012702078521939953,Wednesday
3,2023-12-20,8,3,1662,9.0,2.97,0,0.0,0,0,6963887.23,70,8,1,0.0,0.0,Wednesday
3,2023-12-20,9,1,314,9.0,8.72,8,69.53,0,0,6963792.79,100,8,1,0.0,0.025477707006369428,Wednesday
3,2023-12-20,9,2,747,9.0,4.4,5,21.91,0,0,6963792.79,80,8,1,0.0,0.006693440428380187,Wednesday
3,2023-12-20,9,3,1424,8.0,2.99,1,2.99,0,0,6963792.79,70,8,1,0.0,0.0007022471910112359,Wednesday
3,2023-12-20,10,1,306,9.0,8.66,7,60.42,1,100,6963723.62,100,8,1,0.14285714285714285,0.02287581699346405,Wednesday
3,2023-12-20,10,2,757,11.0,4.38,2,8.75,1,80,6963723.62,80,8,1,0.5,0.002642007926023778,Wednesday
3,2023-12-20,10,3,1311,11.0,2.95,0,0.0,0,0,6963723.62,70,8,1,0.0,0.0,Wednesday
3,2023-12-20,11,1,351,9.0,8.65,5,43.18,1,100,6963658.4,100,8,1,0.2,0.014245014245014245,Wednesday
3,2023-12-20,11,2,857,10.0,4.42,5,22.04,0,0,6963658.4,80,8,1,0.0,0.005834305717619603,Wednesday
3,2023-12-20,11,3,1239,9.0,2.98,0,0.0,0,0,6963658.4,70,8,1,0.0,0.0,Wednesday
3,2023-12-20,12,1,347,9.0,8.65,4,34.55,1,100,6963601.82,100,8,1,0.25,0.011527377521613832,Wednesday
3,2023-12-20,12,2,935,9.0,4.42,5,22.03,0,0,6963601.82,80,8,1,0.0,0.0053475935828877,Wednesday
3,2023-12-20,12,3,1097,12.0,2.95,0,0.0,0,0,6963601.82,70,8,1,0.0,0.0,Wednesday
3,2023-12-20,13,1,371,8.0,8.73,12,104.42,1,100,6963481.05,100,8,1,0.08333333333333333,0.03234501347708895,Wednesday
3,2023-12-20,13,2,884,11.0,4.36,1,4.36,0,0,6963481.05,80,8,1,0.0,0.0011312217194570137,Wednesday
3,2023-12-20,13,3,1541,8.0,3.0,4,11.99,0,0,6963481.05,70,8,1,0.0,0.0025957170668397143,Wednesday
3,2023-12-20,14,1,391,9.0,8.66,5,43.15,0,0,6963398.15,100,8,1,0.0,0.01278772378516624,Wednesday
3,2023-12-20,14,2,1059,9.0,4.43,9,39.76,0,0,6963398.15,80,8,1,0.0,0.0084985835694051,Wednesday
3,2023-12-20,14,3,1546,12.0,2.97,0,0.0,0,0,6963398.15,70,8,1,0.0,0.0,Wednesday
3,2023-12-20,15,1,393,11.0,8.66,4,34.35,0,0,6963351.99,100,8,1,0.0,0.010178117048346057,Wednesday
3,2023-12-20,15,2,988,10.0,4.42,2,8.81,0,0,6963351.99,80,8,1,0.0,0.0020242914979757085,Wednesday
3,2023-12-20,15,3,1597,10.0,3.0,1,2.99,0,0,6963351.99,70,8,1,0.0,0.0006261740763932373,Wednesday
3,2023-12-20,16,1,389,11.0,8.67,3,25.87,0,0,6963317.38,100,8,1,0.0,0.007712082262210797,Wednesday
3,2023-12-20,16,2,896,11.0,4.38,2,8.74,0,0,6963317.38,80,8,1,0.0,0.002232142857142857,Wednesday
3,2023-12-20,16,3,1960,11.0,2.97,0,0.0,0,0,6963317.38,70,8,1,0.0,0.0,Wednesday
3,2023-12-20,17,1,450,12.0,8.59,2,0.1,1,100,6963317.18,100,8,1,0.5,0.0044444444444444444,Wednesday
3,2023-12-20,17,2,1165,12.0,4.37,2,0.1,0,0,6963317.18,80,8,1,0.0,0.0017167381974248926,Wednesday
3,2023-12-20,17,3,1790,9.0,2.97,0,0.0,0,0,6963317.18,70,8,1,0.0,0.0,Wednesday
3,2023-12-20,18,1,429,11.0,8.69,7,60.06,4,400,6963244.02,100,8,1,0.5714285714285714,0.016317016317016316,Wednesday
3,2023-12-20,18,2,1000,10.0,4.38,3,13.1,0,0,6963244.02,80,8,1,0.0,0.003,Wednesday
3,2023-12-20,18,3,1910,10.0,2.97,0,0.0,0,0,6963244.02,70,8,1,0.0,0.0,Wednesday
3,2023-12-20,19,1,420,9.0,8.67,12,103.93,3,300,6963098.99,100,8,1,0.25,0.02857142857142857,Wednesday
3,2023-12-20,19,2,1055,8.0,4.41,8,35.17,1,80,6963098.99,80,8,1,0.125,0.007582938388625593,Wednesday
3,2023-12-20,19,3,2069,10.0,2.98,2,5.94,0,0,6963098.99,70,8,1,0.0,0.0009666505558240696,Wednesday
3,2023-12-20,20,1,459,10.0,8.65,5,43.21,1,100,6963020.63,100,8,1,0.2,0.010893246187363835,Wednesday
3,2023-12-20,20,2,1061,9.0,4.41,8,35.15,0,0,6963020.63,80,8,1,0.0,0.007540056550424128,Wednesday
3,2023-12-20,20,3,1435,10.0,2.98,0,0.0,0,0,6963020.63,70,8,1,0.0,0.0,Wednesday
3,2023-12-20,21,1,398,9.0,8.67,12,103.59,0,0,6962861.08,100,8,1,0.0,0.03015075376884422,Wednesday
3,2023-12-20,21,2,875,8.0,4.42,10,44.16,0,0,6962861.08,80,8,1,0.0,0.011428571428571429,Wednesday
3,2023-12-20,21,3,1825,9.0,2.96,4,11.81,1,70,6962861.08,70,8,1,0.25,0.002191780821917808,Wednesday
3,2023-12-20,22,1,322,11.0,8.62,4,33.62,0,0,6962743.42,100,8,1,0.0,0.012422360248447204,Wednesday
3,2023-12-20,22,2,678,6.0,4.43,19,84.04,2,160,6962743.42,80,8,1,0.10526315789473684,0.028023598820058997,Wednesday
3,2023-12-20,22,3,1356,9.0,2.98,0,0.0,0,0,6962743.42,70,8,1,0.0,0.0,Wednesday
3,2023-12-20,23,1,157,1.0,8.74,26,226.69,3,300,6962083.34,100,8,1,0.11538461538461539,0.16560509554140126,Wednesday
3,2023-12-20,23,2,417,4.0,4.38,21,91.39,0,0,6962083.34,80,8,1,0.0,0.050359712230215826,Wednesday
3,2023-12-20,23,3,701,1.0,3.01,114,342.0,6,420,6962083.34,70,8,1,0.05263157894736842,0.16262482168330955,Wednesday
3,2023-12-21,0,1,89,4.0,8.69,6,52.04,0,0,6961861.71,100,9,1,0.0,0.06741573033707865,Thursday
3,2023-12-21,0,2,250,3.0,4.41,17,74.88,1,80,6961861.71,80,9,1,0.058823529411764705,0.068,Thursday
3,2023-12-21,0,3,322,2.0,2.96,32,94.71,1,70,6961861.71,70,9,1,0.03125,0.09937888198757763,Thursday
3,2023-12-21,1,1,70,4.0,8.62,4,34.38,0,0,6961685.15,100,9,1,0.0,0.05714285714285714,Thursday
3,2023-12-21,1,2,191,1.0,4.43,32,141.44,1,80,6961685.15,80,9,1,0.03125,0.16753926701570682,Thursday
3,2023-12-21,1,3,160,5.0,2.95,1,0.74,0,0,6961685.15,70,9,1,0.0,0.00625,Thursday
3,2023-12-21,2,1,59,2.0,8.73,8,69.8,0,0,6961587.57,100,9,1,0.0,0.13559322033898305,Thursday
3,2023-12-21,2,2,120,5.0,4.35,9,7.11,0,0,6961587.57,80,9,1,0.0,0.075,Thursday
3,2023-12-21,2,3,191,3.0,2.99,7,20.68,0,0,6961587.57,70,9,1,0.0,0.03664921465968586,Thursday
3,2023-12-21,3,1,49,4.0,8.67,2,17.28,0,0,6961526.09,100,9,1,0.0,0.04081632653061224,Thursday
3,2023-12-21,3,2,113,3.0,4.4,10,43.66,0,0,6961526.09,80,9,1,0.0,0.08849557522123894,Thursday
3,2023-12-21,3,3,136,5.0,2.96,1,0.54,0,0,6961526.09,70,9,1,0.0,0.007352941176470588,Thursday
3,2023-12-21,4,1,53,1.0,8.73,10,87.15,0,0,6961402.18,100,9,1,0.0,0.18867924528301888,Thursday
3,2023-12-21,4,2,152,4.0,4.36,3,13.08,0,0,6961402.18,80,9,1,0.0,0.019736842105263157,Thursday
3,2023-12-21,4,3,204,3.0,2.97,8,23.68,0,0,6961402.18,70,9,1,0.0,0.0392156862745098,Thursday
3,2023-12-21,5,1,167,1.0,8.72,28,242.72,1,100,6960703.01,100,9,1,0.03571428571428571,0.16766467065868262,Thursday
3,2023-12-21,5,2,441,5.0,4.35,17,49.9,1,80,6960703.01,80,9,1,0.058823529411764705,0.03854875283446712,Thursday
3,2023-12-21,5,3,856,1.0,3.0,136,406.55,2,140,6960703.01,70,9,1,0.014705882352941176,0.1588785046728972,Thursday
3,2023-12-21,6,1,293,10.0,8.66,5,43.09,0,0,6960615.68,100,9,1,0.0,0.017064846416382253,Thursday
3,2023-12-21,6,2,849,7.0,4.44,10,44.24,1,80,6960615.68,80,9,1,0.1,0.011778563015312132,Thursday
3,2023-12-21,6,3,1028,9.0,2.95,0,0.0,0,0,6960615.68,70,9,1,0.0,0.0,Thursday
3,2023-12-21,7,1,369,12.0,8.58,3,0.15,0,0,6960580.44,100,9,1,0.0,0.008130081300813009,Thursday
3,2023-12-21,7,2,910,9.0,4.39,8,35.09,1,80,6960580.44,80,9,1,0.125,0.008791208791208791,Thursday
3,2023-12-21,7,3,1765,9.0,2.95,0,0.0,0,0,6960580.44,70,9,1,0.0,0.0,Thursday
3,2023-12-21,8,1,352,12.0,8.62,5,0.25,1,100,6960567.09,100,9,1,0.2,0.014204545454545454,Thursday
3,2023-12-21,8,2,859,11.0,4.4,3,13.1,0,0,6960567.09,80,9,1,0.0,0.0034924330616996507,Thursday
3,2023-12-21,8,3,1386,12.0,2.95,0,0.0,0,0,6960567.09,70,9,1,0.0,0.0,Thursday
3,2023-12-21,9,1,337,12.0,8.59,3,0.15,1,100,6960566.89,100,9,1,0.3333333333333333,0.008902077151335312,Thursday
3,2023-12-21,9,2,900,12.0,4.35,1,0.05,0,0,6960566.89,80,9,1,0.0,0.0011111111111111111,Thursday
3,2023-12-21,9,3,1560,12.0,2.96,0,0.0,0,0,6960566.89,70,9,1,0.0,0.0,Thursday
3,2023-12-21,10,1,334,9.0,8.65,12,103.72,2,200,6960442.65,100,9,1,0.16666666666666666,0.03592814371257485,Thursday
3,2023-12-21,10,2,777,8.0,4.41,4,17.56,0,0,6960442.65,80,9,1,0.0,0.005148005148005148,Thursday
3,2023-12-21,10,3,1377,8.0,2.97,1,2.97,0,0,6960442.65,70,9,1,0.0,0.0007262164124909223,Thursday
3,2023-12-21,11,1,322,9.0,8.66,8,69.27,1,100,6960364.67,100,9,1,0.125,0.024844720496894408,Thursday
3,2023-12-21,11,2,818,11.0,4.38,2,8.72,0,0,6960364.67,80,9,1,0.0,0.0024449877750611247,Thursday
3,2023-12-21,11,3,1352,11.0,2.98,0,0.0,0,0,6960364.67,70,9,1,0.0,0.0,Thursday
3,2023-12-21,12,1,346,10.0,8.66,4,34.51,1,100,6960321.41,100,9,1,0.25,0.011560693641618497,Thursday
3,2023-12-21,12,2,835,11.0,4.39,2,8.75,0,0,6960321.41,80,9,1,0.0,0.0023952095808383233,Thursday
3,2023-12-21,12,3,1561,11.0,2.95,0,0.0,0,0,6960321.41,70,9,1,0.0,0.0,Thursday
3,2023-12-21,13,1,393,9.0,8.71,6,52.08,2,200,6960260.58,100,9,1,0.3333333333333333,0.015267175572519083,Thursday
3,2023-12-21,13,2,1028,10.0,4.4,2,8.75,0,0,6960260.58,80,9,1,0.0,0.0019455252918287938,Thursday
3,2023-12-21,13,3,1339,11.0,2.96,0,0.0,0,0,6960260.58,70,9,1,0.0,0.0,Thursday
3,2023-12-21,14,1,390,10.0,8.68,8,69.38,3,300,6960163.32,100,9,1,0.375,0.020512820512820513,Thursday
3,2023-12-21,14,2,885,10.0,4.39,5,21.95,0,0,6960163.32,80,9,1,0.0,0.005649717514124294,Thursday
3,2023-12-21,14,3,1502,8.0,2.98,2,5.93,0,0,6960163.32,70,9,1,0.0,0.0013315579227696406,Thursday
3,2023-12-21,15,1,382,8.0,8.74,18,156.14,3,300,6959966.05,100,9,1,0.16666666666666666,0.04712041884816754,Thursday
3,2023-12-21,15,2,1024,9.0,4.4,8,35.15,0,0,6959966.05,80,9,1,0.0,0.0078125,Thursday
3,2023-12-21,15,3,1647,9.0,3.0,2,5.98,0,0,6959966.05,70,9,1,0.0,0.0012143290831815423,Thursday
3,2023-12-21,16,1,436,12.0,8.59,8,0.4,1,100,6959948.12,100,9,1,0.125,0.01834862385321101,Thursday
3,2023-12-21,16,2,915,10.0,4.39,4,17.53,0,0,6959948.12,80,9,1,0.0,0.004371584699453552,Thursday
3,2023-12-21,16,3,1299,9.0,2.98,0,0.0,0,0,6959948.12,70,9,1,0.0,0.0,Thursday
3,2023-12-21,17,1,456,10.0,8.66,13,112.12,2,200,6959822.94,100,9,1,0.15384615384615385,0.02850877192982456,Thursday
3,2023-12-21,17,2,1162,11.0,4.37,3,13.06,0,0,6959822.94,80,9,1,0.0,0.0025817555938037868,Thursday
3,2023-12-21,17,3,1777,11.0,2.96,0,0.0,0,0,6959822.94,70,9,1,0.0,0.0,Thursday
3,2023-12-21,18,1,419,10.0,8.72,9,77.89,1,100,6959745.05,100,9,1,0.1111111111111111,0.021479713603818614,Thursday
3,2023-12-21,18,2,1257,12.0,4.37,0,0.0,0,0,6959745.05,80,9,1,0.0,0.0,Thursday
3,2023-12-21,18,3,1884,12.0,2.96,0,0.0,0,0,6959745.05,70,9,1,0.0,0.0,Thursday
3,2023-12-21,19,1,449,12.0,8.61,5,0.25,0,0,6959736.04,100,9,1,0.0,0.011135857461024499,Thursday
3,2023-12-21,19,2,1006,10.0,4.38,2,8.76,0,0,6959736.04,80,9,1,0.0,0.0019880715705765406,Thursday
3,2023-12-21,19,3,1404,9.0,2.98,0,0.0,0,0,6959736.04,70,9,1,0.0,0.0,Thursday
3,2023-12-21,20,1,416,8.0,8.73,12,104.25,0,0,6959627.41,100,9,1,0.0,0.028846153846153848,Thursday
3,2023-12-21,20,2,1083,11.0,4.38,1,4.38,0,0,6959627.41,80,9,1,0.0,0.0009233610341643582,Thursday
3,2023-12-21,20,3,2047,12.0,2.95,0,0.0,0,0,6959627.41,70,9,1,0.0,0.0,Thursday
3,2023-12-21,21,1,359,8.0,8.71,12,104.34,1,100,6959514.35,100,9,1,0.08333333333333333,0.033426183844011144,Thursday
3,2023-12-21,21,2,895,10.0,4.39,2,8.72,0,0,6959514.35,80,9,1,0.0,0.0022346368715083797,Thursday
3,2023-12-21,21,3,1388,11.0,2.96,0,0.0,0,0,6959514.35,70,9,1,0.0,0.0,Thursday
3,2023-12-21,22,1,298,6.0,8.72,20,173.71,1,100,6959317.18,100,9,1,0.05,0.06711409395973154,Thursday
3,2023-12-21,22,2,735,8.0,4.42,4,17.49,0,0,6959317.18,80,9,1,0.0,0.005442176870748299,Thursday
3,2023-12-21,22,3,988,8.0,2.99,2,5.98,0,0,6959317.18,70,9,1,0.0,0.0020242914979757085,Thursday
3,2023-12-21,23,1,156,5.0,8.58,14,74.14,0,0,6958891.95,100,9,1,0.0,0.08974358974358974,Thursday
3,2023-12-21,23,2,457,4.0,4.38,20,87.4,0,0,6958891.95,80,9,1,0.0,0.0437636761487965,Thursday
3,2023-12-21,23,3,663,1.0,3.0,88,263.69,1,70,6958891.95,70,9,1,0.011363636363636364,0.13273001508295626,Thursday
3,2023-12-22,0,1,113,2.0,8.73,16,139.6,0,0,6958682.07,100,10,1,0.0,0.1415929203539823,Friday
3,2023-12-22,0,2,242,5.0,4.36,5,8.14,0,0,6958682.07,80,10,1,0.0,0.02066115702479339,Friday
3,2023-12-22,0,3,313,2.0,2.98,21,62.15,1,70,6958682.07,70,10,1,0.047619047619047616,0.0670926517571885,Friday
3,2023-12-22,1,1,63,5.0,8.57,5,10.84,0,0,6958568.36,100,10,1,0.0,0.07936507936507936,Friday
3,2023-12-22,1,2,163,2.0,4.38,23,100.58,1,80,6958568.36,80,10,1,0.043478260869565216,0.1411042944785276,Friday
3,2023-12-22,1,3,257,5.0,2.95,3,2.28,0,0,6958568.36,70,10,1,0.0,0.011673151750972763,Friday
3,2023-12-22,2,1,42,1.0,8.73,9,78.37,0,0,6958365.87,100,10,1,0.0,0.21428571428571427,Friday
3,2023-12-22,2,2,133,1.0,4.44,24,106.25,0,0,6958365.87,80,10,1,0.0,0.18045112781954886,Friday
3,2023-12-22,2,3,171,4.0,2.98,6,17.88,0,0,6958365.87,70,10,1,0.0,0.03508771929824561,Friday
3,2023-12-22,3,1,51,2.0,8.68,8,69.08,0,0,6958198.58,100,10,1,0.0,0.1568627450980392,Friday
3,2023-12-22,3,2,110,2.0,4.39,19,83.39,0,0,6958198.58,80,10,1,0.0,0.17272727272727273,Friday
3,2023-12-22,3,3,174,3.0,2.98,5,14.81,0,0,6958198.58,70,10,1,0.0,0.028735632183908046,Friday
3,2023-12-22,4,1,68,3.0,8.68,1,8.65,0,0,6958074.03,100,10,1,0.0,0.014705882352941176,Friday
3,2023-12-22,4,2,125,1.0,4.42,26,113.96,0,0,6958074.03,80,10,1,0.0,0.208,Friday
3,2023-12-22,4,3,234,5.0,2.95,3,1.94,0,0,6958074.03,70,10,1,0.0,0.01282051282051282,Friday
3,2023-12-22,5,1,182,1.0,8.71,21,182.28,1,100,6957661.21,100,10,1,0.047619047619047616,0.11538461538461539,Friday
3,2023-12-22,5,2,397,5.0,4.39,20,58.38,0,0,6957661.21,80,10,1,0.0,0.05037783375314862,Friday
3,2023-12-22,5,3,763,2.0,2.98,58,172.15,2,140,6957661.21,70,10,1,0.034482758620689655,0.07601572739187418,Friday
3,2023-12-22,6,1,307,5.0,8.74,19,165.98,3,300,6957433.79,100,10,1,0.15789473684210525,0.06188925081433225,Friday
3,2023-12-22,6,2,780,7.0,4.4,14,61.45,1,80,6957433.79,80,10,1,0.07142857142857142,0.017948717948717947,Friday
3,2023-12-22,6,3,1048,11.0,2.96,0,0.0,0,0,6957433.79,70,10,1,0.0,0.0,Friday
3,2023-12-22,7,1,396,8.0,8.74,10,87.0,0,0,6957342.43,100,10,1,0.0,0.025252525252525252,Friday
3,2023-12-22,7,2,890,10.0,4.41,1,4.36,1,80,6957342.43,80,10,1,1.0,0.0011235955056179776,Friday
3,2023-12-22,7,3,1459,12.0,2.95,0,0.0,0,0,6957342.43,70,10,1,0.0,0.0,Friday
3,2023-12-22,8,1,382,12.0,8.62,3,0.15,0,0,6957318.91,100,10,1,0.0,0.007853403141361256,Friday
3,2023-12-22,8,2,973,11.0,4.38,4,17.43,1,80,6957318.91,80,10,1,0.25,0.0041109969167523125,Friday
3,2023-12-22,8,3,1300,9.0,2.99,2,5.94,0,0,6957318.91,70,10,1,0.0,0.0015384615384615385,Friday
3,2023-12-22,9,1,325,9.0,8.68,4,34.69,0,0,6957281.17,100,10,1,0.0,0.012307692307692308,Friday
3,2023-12-22,9,2,743,12.0,4.36,1,0.05,0,0,6957281.17,80,10,1,0.0,0.0013458950201884253,Friday
3,2023-12-22,9,3,1584,8.0,3.0,1,3.0,0,0,6957281.17,70,10,1,0.0,0.0006313131313131314,Friday
3,2023-12-22,10,1,333,12.0,8.57,4,0.2,0,0,6957224.91,100,10,1,0.0,0.012012012012012012,Friday
3,2023-12-22,10,2,733,7.0,4.43,12,53.11,0,0,6957224.91,80,10,1,0.0,0.01637107776261937,Friday
3,2023-12-22,10,3,1491,11.0,2.96,1,2.95,0,0,6957224.91,70,10,1,0.0,0.0006706908115358819,Friday
3,2023-12-22,11,1,311,7.0,8.72,11,95.8,1,100,6957098.46,100,10,1,0.09090909090909091,0.03536977491961415,Friday
3,2023-12-22,11,2,871,9.0,4.39,7,30.65,1,80,6957098.46,80,10,1,0.14285714285714285,0.008036739380022962,Friday
3,2023-12-22,11,3,1431,12.0,2.98,0,0.0,0,0,6957098.46,70,10,1,0.0,0.0,Friday
3,2023-12-22,12,1,413,9.0,8.66,6,51.74,1,100,6957026.21,100,10,1,0.16666666666666666,0.014527845036319613,Friday
3,2023-12-22,12,2,881,11.0,4.38,4,17.51,0,0,6957026.21,80,10,1,0.0,0.004540295119182747,Friday
3,2023-12-22,12,3,1218,8.0,3.0,1,2.99,0,0,6957026.21,70,10,1,0.0,0.0008210180623973727,Friday
3,2023-12-22,13,1,360,12.0,8.59,6,0.3,0,0,6957003.96,100,10,1,0.0,0.016666666666666666,Friday
3,2023-12-22,13,2,997,10.0,4.39,5,21.95,0,0,6957003.96,80,10,1,0.0,0.0050150451354062184,Friday
3,2023-12-22,13,3,1188,10.0,2.98,0,0.0,0,0,6957003.96,70,10,1,0.0,0.0,Friday
3,2023-12-22,14,1,371,12.0,8.59,4,0.2,0,0,6956986.1,100,10,1,0.0,0.01078167115902965,Friday
3,2023-12-22,14,2,827,10.0,4.43,4,17.66,0,0,6956986.1,80,10,1,0.0,0.0048367593712212815,Friday
3,2023-12-22,14,3,1248,11.0,2.95,0,0.0,0,0,6956986.1,70,10,1,0.0,0.0,Friday
3,2023-12-22,15,1,353,10.0,8.62,5,42.91,1,100,6956942.99,100,10,1,0.2,0.014164305949008499,Friday
3,2023-12-22,15,2,1108,12.0,4.38,4,0.2,0,0,6956942.99,80,10,1,0.0,0.0036101083032490976,Friday
3,2023-12-22,15,3,1669,12.0,2.95,0,0.0,0,0,6956942.99,70,10,1,0.0,0.0,Friday
3,2023-12-22,16,1,399,11.0,8.69,5,43.17,1,100,6956838.0,100,10,1,0.2,0.012531328320802004,Friday
3,2023-12-22,16,2,1118,8.0,4.42,14,61.81,0,0,6956838.0,80,10,1,0.0,0.012522361359570662,Friday
3,2023-12-22,16,3,1833,12.0,2.98,0,0.0,0,0,6956838.0,70,10,1,0.0,0.0,Friday
3,2023-12-22,17,1,456,11.0,8.6,5,42.98,0,0,6956764.07,100,10,1,0.0,0.010964912280701754,Friday
3,2023-12-22,17,2,958,8.0,4.44,7,30.95,1,80,6956764.07,80,10,1,0.14285714285714285,0.007306889352818371,Friday
3,2023-12-22,17,3,1946,9.0,2.96,0,0.0,0,0,6956764.07,70,10,1,0.0,0.0,Friday
3,2023-12-22,18,1,401,10.0,8.7,5,43.19,1,100,6956720.78,100,10,1,0.2,0.012468827930174564,Friday
3,2023-12-22,18,2,1020,12.0,4.36,2,0.1,0,0,6956720.78,80,10,1,0.0,0.00196078431372549,Friday
3,2023-12-22,18,3,1656,10.0,2.98,0,0.0,0,0,6956720.78,70,10,1,0.0,0.0,Friday
3,2023-12-22,19,1,418,12.0,8.58,6,0.3,0,0,6956720.43,100,10,1,0.0,0.014354066985645933,Friday
3,2023-12-22,19,2,1062,12.0,4.37,1,0.05,0,0,6956720.43,80,10,1,0.0,0.0009416195856873823,Friday
3,2023-12-22,19,3,1744,11.0,2.96,0,0.0,0,0,6956720.43,70,10,1,0.0,0.0,Friday
3,2023-12-22,20,1,325,9.0,8.66,13,112.56,1,100,6956590.37,100,10,1,0.07692307692307693,0.04,Friday
3,2023-12-22,20,2,973,11.0,4.39,4,17.5,1,80,6956590.37,80,10,1,0.25,0.0041109969167523125,Friday
3,2023-12-22,20,3,1982,12.0,2.95,0,0.0,0,0,6956590.37,70,10,1,0.0,0.0,Friday
3,2023-12-22,21,1,380,11.0,8.58,8,68.6,2,200,6956513.05,100,10,1,0.25,0.021052631578947368,Friday
3,2023-12-22,21,2,890,11.0,4.37,2,8.72,0,0,6956513.05,80,10,1,0.0,0.0022471910112359553,Friday
3,2023-12-22,21,3,1389,10.0,2.96,0,0.0,0,0,6956513.05,70,10,1,0.0,0.0,Friday
3,2023-12-22,22,1,299,8.0,8.68,10,86.68,1,100,6956386.65,100,10,1,0.1,0.033444816053511704,Friday
3,2023-12-22,22,2,799,7.0,4.38,5,21.81,0,0,6956386.65,80,10,1,0.0,0.006257822277847309,Friday
3,2023-12-22,22,3,1103,5.0,3.0,6,17.91,0,0,6956386.65,70,10,1,0.0,0.005439709882139619,Friday
3,2023-12-22,23,1,173,5.0,8.58,12,62.32,1,100,6956001.24,100,10,1,0.08333333333333333,0.06936416184971098,Friday
3,2023-12-22,23,2,421,1.0,4.43,72,318.98,1,80,6956001.24,80,10,1,0.013888888888888888,0.171021377672209,Friday
3,2023-12-22,23,3,696,5.0,2.98,2,4.11,0,0,6956001.24,70,10,1,0.0,0.0028735632183908046,Friday
3,2023-12-23,0,1,282,1.0,8.45,43,363.25,2,200,6954917.55,100,11,1,0.046511627906976744,0.1524822695035461,Saturday
3,2023-12-23,0,2,774,2.0,4.27,82,350.31,2,160,6954917.55,80,11,1,0.024390243902439025,0.10594315245478036,Saturday
3,2023-12-23,0,3,869,1.0,2.91,128,370.13,2,140,6954917.55,70,11,1,0.015625,0.1472957422324511,Saturday
3,2023-12-23,1,1,191,5.0,8.31,13,55.84,0,0,6954689.94,100,11,1,0.0,0.06806282722513089,Saturday
3,2023-12-23,1,2,493,5.0,4.21,21,45.54,1,80,6954689.94,80,11,1,0.047619047619047616,0.04259634888438134,Saturday
3,2023-12-23,1,3,619,2.0,2.9,44,126.22,0,0,6954689.94,70,11,1,0.0,0.07108239095315025,Saturday
3,2023-12-23,2,1,135,3.0,8.36,18,149.85,2,200,6954242.61,100,11,1,0.1111111111111111,0.13333333333333333,Saturday
3,2023-12-23,2,2,440,2.0,4.26,40,170.26,2,160,6954242.61,80,11,1,0.05,0.09090909090909091,Saturday
3,2023-12-23,2,3,627,2.0,2.9,44,127.21,0,0,6954242.61,70,11,1,0.0,0.07017543859649122,Saturday
3,2023-12-23,3,1,133,4.0,8.32,11,91.39,0,0,6954128.83,100,11,1,0.0,0.08270676691729323,Saturday
3,2023-12-23,3,2,318,5.0,4.21,12,17.72,0,0,6954128.83,80,11,1,0.0,0.03773584905660377,Saturday
3,2023-12-23,3,3,612,5.0,2.89,5,4.67,1,70,6954128.83,70,11,1,0.2,0.008169934640522876,Saturday
3,2023-12-23,4,1,64,5.0,8.3,0,0.0,0,0,6953993.23,100,11,1,0.0,0.0,Saturday
